State,Year,Indicator,Value
AK,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",55
AR,2022,Heroin ,10
AK,2022,"Opioids (T40.0-T40.4,T40.6)",173
AK,2022,Psychostimulants with abuse potential (T43.6),142
AK,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",173
AK,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",59
AZ,2017,Heroin ,341
AK,2022,"Opioids (T40.0-T40.4,T40.6)",183
AK,2022,Psychostimulants with abuse potential (T43.6),151
AL,2015,Number of Drug Overdose Deaths,755
AL,2015,Number of Deaths,"51,091"
AL,2016,Number of Drug Overdose Deaths,740
AL,2016,Number of Deaths,"51,431"
AL,2017,Number of Drug Overdose Deaths,812
AL,2018,Number of Drug Overdose Deaths,799
AL,2017,Number of Deaths,"52,307"
AL,2018,Number of Deaths,"53,500"
AL,2019,Number of Drug Overdose Deaths,750
AL,2020,Number of Drug Overdose Deaths,989
AL,2019,Number of Deaths,"53,210"
AL,2021,Number of Drug Overdose Deaths,"1,333"
AL,2020,Number of Deaths,"63,362"
AL,2022,"Synthetic opioids, excl. methadone and rehabilitory compounds",957
AL,2022,Psychostimulants with abuse potential (T43.6),544
AL,2022,Methadone (T40.3),30
AL,2022,"Opioids (T40.0-T40.4,T40.6)","1,021"
AL,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",143
AL,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",992
AL,2022,Other natural & semi-synthetic opioids,125
AL,2022,Cocaine,247
AL,2022,Psychostimulants with abuse potential (T43.6),522
AL,2022,"Opioids (T40.0-T40.4,T40.6)",994
AL,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",961
AL,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",153
AL,2022,Methadone (T40.3),32
AL,2022,Psychostimulants with abuse potential (T43.6),507
AL,2022,"Opioids (T40.0-T40.4,T40.6)",958
AL,2022,Methadone (T40.3),27
AL,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",927
AL,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",149
AL,2022,Methadone (T40.3),28
AL,2022,Psychostimulants with abuse potential (T43.6),494
AL,2022,"Opioids (T40.0-T40.4,T40.6)",953
AL,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",149
AL,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",915
AL,2022,Number of Drug Overdose Deaths,"1,411"
AL,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",150
AL,2022,Methadone (T40.3),29
AL,2022,"Opioids (T40.0-T40.4,T40.6)","1,053"
AL,2022,Psychostimulants with abuse potential (T43.6),549
AL,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,028"
AL,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,006"
AL,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",152
AL,2021,Number of Deaths,"69,542"
AL,2022,"Opioids (T40.0-T40.4,T40.6)","1,033"
AL,2022,Psychostimulants with abuse potential (T43.6),540
AL,2022,Methadone (T40.3),29
AL,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",995
AL,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",142
AZ,2018,Heroin ,368
AL,2022,"Opioids (T40.0-T40.4,T40.6)","1,024"
AL,2022,Number of Deaths,"66,607"
AL,2022,Methadone (T40.3),29
AL,2022,Psychostimulants with abuse potential (T43.6),529
AR,2015,Number of Drug Overdose Deaths,398
AR,2015,Number of Deaths,"31,015"
AR,2016,Number of Deaths,"31,028"
AR,2016,Number of Drug Overdose Deaths,383
AR,2017,Number of Deaths,"31,823"
AR,2017,Number of Drug Overdose Deaths,413
AR,2018,Number of Deaths,"32,398"
AR,2018,Number of Drug Overdose Deaths,457
AR,2019,Number of Deaths,"32,319"
AR,2019,Number of Drug Overdose Deaths,451
AR,2020,Number of Deaths,"37,820"
AR,2020,Number of Drug Overdose Deaths,514
AR,2021,Other natural & semi-synthetic opioids,97
AR,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",317
AR,2021,Psychostimulants with abuse potential (T43.6),250
AR,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",102
AR,2021,"Opioids (T40.0-T40.4,T40.6)",326
AR,2021,Methadone (T40.3),13
AR,2021,"Synthetic opioids, excl. methadone and rehabilitory compounds",285
AR,2021,Cocaine,63
AR,2021,Number of Drug Overdose Deaths,627
AR,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",343
AR,2021,Methadone (T40.3),12
AR,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",103
AR,2021,Psychostimulants with abuse potential (T43.6),245
AR,2021,"Opioids (T40.0-T40.4,T40.6)",352
AR,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",329
AR,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",106
AR,2021,Methadone (T40.3),13
AR,2021,Psychostimulants with abuse potential (T43.6),250
AR,2021,"Opioids (T40.0-T40.4,T40.6)",338
AR,2021,Number of Deaths,"41,199"
AR,2022,"Synthetic opioids, excl. methadone and rehabilitory compounds",333
AR,2022,Methadone (T40.3),10
AR,2022,Psychostimulants with abuse potential (T43.6),259
AR,2022,"Opioids (T40.0-T40.4,T40.6)",401
AR,2022,Other natural & semi-synthetic opioids,110
AR,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",390
AR,2022,Number of Deaths,"40,315"
AR,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",115
AR,2022,Cocaine,65
AR,2022,Psychostimulants with abuse potential (T43.6),246
AR,2022,Methadone (T40.3),12
AR,2022,"Opioids (T40.0-T40.4,T40.6)",397
AR,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",117
AR,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",387
AR,2022,"Opioids (T40.0-T40.4,T40.6)",393
AR,2022,Psychostimulants with abuse potential (T43.6),249
AR,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",381
AR,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",116
AR,2022,Methadone (T40.3),10
AR,2022,"Opioids (T40.0-T40.4,T40.6)",390
AR,2022,Psychostimulants with abuse potential (T43.6),245
AR,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",379
AR,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",113
AR,2022,Methadone (T40.3),13
AR,2022,Psychostimulants with abuse potential (T43.6),251
AR,2022,"Opioids (T40.0-T40.4,T40.6)",405
AR,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",396
AR,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",120
AR,2022,Methadone (T40.3),11
AR,2022,Psychostimulants with abuse potential (T43.6),239
AR,2022,"Opioids (T40.0-T40.4,T40.6)",393
AR,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",383
AR,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",112
AR,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",392
AR,2022,Methadone (T40.3),10
AR,2022,Number of Drug Overdose Deaths,644
AR,2022,"Opioids (T40.0-T40.4,T40.6)",403
AR,2022,Psychostimulants with abuse potential (T43.6),263
AR,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",112
AR,2022,Psychostimulants with abuse potential (T43.6),249
AR,2022,"Opioids (T40.0-T40.4,T40.6)",391
AR,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",110
AR,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",381
AR,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",109
AR,2022,Methadone (T40.3),12
AR,2022,"Opioids (T40.0-T40.4,T40.6)",371
AR,2022,Psychostimulants with abuse potential (T43.6),250
AR,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",365
AR,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",365
AR,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",110
AR,2022,"Opioids (T40.0-T40.4,T40.6)",374
AR,2022,Psychostimulants with abuse potential (T43.6),247
AR,2022,Methadone (T40.3),11
AR,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",370
AR,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",109
AR,2022,"Opioids (T40.0-T40.4,T40.6)",380
AR,2022,Methadone (T40.3),10
AR,2022,Psychostimulants with abuse potential (T43.6),244
AZ,2015,Number of Drug Overdose Deaths,"1,269"
AZ,2015,Number of Deaths,"54,421"
AZ,2016,Number of Deaths,"57,277"
AZ,2016,Number of Drug Overdose Deaths,"1,421"
AZ,2017,"Synthetic opioids, excl. methadone and rehabilitory compounds",263
AZ,2017,"Opioids (T40.0-T40.4,T40.6)",863
AZ,2017,Psychostimulants with abuse potential (T43.6),542
AZ,2017,Other natural & semi-synthetic opioids,350
AZ,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",546
AZ,2017,Cocaine,136
AZ,2017,Methadone (T40.3),72
AZ,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",387
AZ,2017,Psychostimulants with abuse potential (T43.6),581
AZ,2017,Number of Drug Overdose Deaths,"1,555"
AZ,2017,"Opioids (T40.0-T40.4,T40.6)",936
AZ,2017,Number of Deaths,"58,440"
AZ,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",417
AZ,2017,Methadone (T40.3),85
AZ,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",615
AZ,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",552
AZ,2017,"Opioids (T40.0-T40.4,T40.6)",862
AZ,2017,Methadone (T40.3),76
AZ,2017,Psychostimulants with abuse potential (T43.6),527
AZ,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",398
AZ,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",393
AZ,2017,Psychostimulants with abuse potential (T43.6),527
AZ,2017,"Opioids (T40.0-T40.4,T40.6)",866
AZ,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",534
AZ,2017,Methadone (T40.3),78
AZ,2017,Psychostimulants with abuse potential (T43.6),569
AZ,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",589
AZ,2017,Methadone (T40.3),80
AZ,2017,"Opioids (T40.0-T40.4,T40.6)",908
AZ,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",402
AZ,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",574
AZ,2017,Psychostimulants with abuse potential (T43.6),554
AZ,2017,"Opioids (T40.0-T40.4,T40.6)",896
AZ,2017,Methadone (T40.3),72
AZ,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",396
AZ,2017,"Opioids (T40.0-T40.4,T40.6)",877
AZ,2017,Psychostimulants with abuse potential (T43.6),558
AZ,2017,Methadone (T40.3),65
AZ,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",387
AZ,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",553
AZ,2018,Methadone (T40.3),85
AZ,2018,Other natural & semi-synthetic opioids,349
AZ,2018,Psychostimulants with abuse potential (T43.6),588
AZ,2018,"Synthetic opioids, excl. methadone and rehabilitory compounds",527
AZ,2018,"Opioids (T40.0-T40.4,T40.6)",992
AZ,2018,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",411
AZ,2019,Heroin ,361
AZ,2018,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",683
AZ,2018,Cocaine,175
AZ,2018,"Opioids (T40.0-T40.4,T40.6)","1,061"
AZ,2018,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",400
AZ,2018,Psychostimulants with abuse potential (T43.6),604
AZ,2018,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",748
AZ,2018,Methadone (T40.3),86
AZ,2018,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",799
AZ,2018,Number of Drug Overdose Deaths,"1,730"
AZ,2018,Methadone (T40.3),65
AZ,2018,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",367
AZ,2018,Psychostimulants with abuse potential (T43.6),612
AZ,2018,"Opioids (T40.0-T40.4,T40.6)","1,134"
AZ,2018,Psychostimulants with abuse potential (T43.6),585
AZ,2018,Methadone (T40.3),89
AZ,2018,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",652
AZ,2018,"Opioids (T40.0-T40.4,T40.6)",969
AZ,2018,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",419
AZ,2018,Psychostimulants with abuse potential (T43.6),595
AZ,2018,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",628
AZ,2018,Methadone (T40.3),88
AZ,2018,"Opioids (T40.0-T40.4,T40.6)",956
AZ,2018,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",420
AZ,2018,Psychostimulants with abuse potential (T43.6),604
AZ,2018,Methadone (T40.3),88
AZ,2018,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",393
AZ,2018,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",703
AZ,2018,"Opioids (T40.0-T40.4,T40.6)","1,013"
AZ,2018,Psychostimulants with abuse potential (T43.6),564
AZ,2018,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",397
AZ,2018,"Opioids (T40.0-T40.4,T40.6)",995
AZ,2018,Methadone (T40.3),85
AZ,2018,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",697
AZ,2018,Methadone (T40.3),87
AZ,2018,Psychostimulants with abuse potential (T43.6),585
AZ,2018,"Opioids (T40.0-T40.4,T40.6)",973
AZ,2018,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",662
AZ,2018,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",412
AZ,2018,Psychostimulants with abuse potential (T43.6),588
AZ,2018,Methadone (T40.3),89
AZ,2018,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",680
AZ,2018,"Opioids (T40.0-T40.4,T40.6)",980
AZ,2018,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",396
AZ,2018,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",778
AZ,2018,Psychostimulants with abuse potential (T43.6),602
AZ,2018,Methadone (T40.3),68
AZ,2018,Number of Deaths,"60,384"
AZ,2018,"Opioids (T40.0-T40.4,T40.6)","1,112"
AZ,2018,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",367
AZ,2018,Methadone (T40.3),76
AZ,2018,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",761
AZ,2018,Psychostimulants with abuse potential (T43.6),603
AZ,2018,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",376
AZ,2018,"Opioids (T40.0-T40.4,T40.6)","1,079"
AZ,2018,Psychostimulants with abuse potential (T43.6),603
AZ,2018,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",764
AZ,2018,Methadone (T40.3),87
AZ,2018,"Opioids (T40.0-T40.4,T40.6)","1,077"
AZ,2018,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",391
AZ,2019,Methadone (T40.3),66
AZ,2019,"Opioids (T40.0-T40.4,T40.6)","1,166"
AZ,2020,Heroin ,270
AZ,2019,Psychostimulants with abuse potential (T43.6),622
AZ,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",363
AZ,2019,"Synthetic opioids, excl. methadone and rehabilitory compounds",824
AZ,2019,Other natural & semi-synthetic opioids,326
AZ,2019,Cocaine,173
AZ,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",861
AZ,2019,Methadone (T40.3),72
AZ,2019,Psychostimulants with abuse potential (T43.6),680
AZ,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",365
AZ,2019,"Opioids (T40.0-T40.4,T40.6)","1,215"
AZ,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",938
AZ,2019,Methadone (T40.3),73
AZ,2019,Number of Drug Overdose Deaths,"1,981"
AZ,2019,Psychostimulants with abuse potential (T43.6),765
AZ,2019,"Opioids (T40.0-T40.4,T40.6)","1,326"
AZ,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,074"
AZ,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",366
AZ,2019,Psychostimulants with abuse potential (T43.6),625
AZ,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",365
AZ,2019,Methadone (T40.3),69
AZ,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",826
AZ,2019,"Opioids (T40.0-T40.4,T40.6)","1,153"
AZ,2019,Psychostimulants with abuse potential (T43.6),601
AZ,2019,Methadone (T40.3),66
AZ,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",820
AZ,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",361
AZ,2019,"Opioids (T40.0-T40.4,T40.6)","1,145"
AZ,2019,"Opioids (T40.0-T40.4,T40.6)","1,210"
AZ,2019,Psychostimulants with abuse potential (T43.6),660
AZ,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",358
AZ,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",919
AZ,2019,Methadone (T40.3),68
AZ,2019,"Opioids (T40.0-T40.4,T40.6)","1,180"
AZ,2019,Psychostimulants with abuse potential (T43.6),644
AZ,2019,Methadone (T40.3),65
AZ,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",361
AZ,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",881
AZ,2019,Psychostimulants with abuse potential (T43.6),625
AZ,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",838
AZ,2019,Methadone (T40.3),66
AZ,2019,"Opioids (T40.0-T40.4,T40.6)","1,156"
AZ,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",363
AZ,2019,Psychostimulants with abuse potential (T43.6),631
AZ,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",885
AZ,2019,Methadone (T40.3),66
AZ,2019,"Opioids (T40.0-T40.4,T40.6)","1,192"
AZ,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",365
AZ,2019,Psychostimulants with abuse potential (T43.6),750
AZ,2019,Methadone (T40.3),74
AZ,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,036"
AZ,2019,Number of Deaths,"61,103"
AZ,2019,"Opioids (T40.0-T40.4,T40.6)","1,296"
AZ,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",376
AZ,2019,Psychostimulants with abuse potential (T43.6),734
AZ,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",380
AZ,2019,"Opioids (T40.0-T40.4,T40.6)","1,294"
AZ,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,018"
AZ,2019,Methadone (T40.3),75
AZ,2019,Psychostimulants with abuse potential (T43.6),713
AZ,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",383
AZ,2019,Methadone (T40.3),74
AZ,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",977
AZ,2019,"Opioids (T40.0-T40.4,T40.6)","1,261"
AZ,2020,Psychostimulants with abuse potential (T43.6),819
AZ,2020,"Synthetic opioids, excl. methadone and rehabilitory compounds","1,519"
AZ,2020,"Opioids (T40.0-T40.4,T40.6)","1,491"
AZ,2020,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,271"
AZ,2021,Heroin ,216
AZ,2020,Other natural & semi-synthetic opioids,336
AZ,2020,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",366
AZ,2020,Methadone (T40.3),71
AZ,2020,Cocaine,192
